日付,店舗,カテゴリ,商品名,単価,個数,売上金額
2025-06-05,名古屋支店,電子機器,モニター,25000,5,125000
2025-06-05,大阪支店,家具,オフィスチェア,35000,2,70000
2025-06-05,東京本店,電子機器,ノートPC,120000,4,480000
2025-06-06,福岡支店,アクセサリ,USBケーブル,1000,1,1000
2025-06-06,福岡支店,周辺機器,マウス,3000,1,3000
2025-06-07,福岡支店,アクセサリ,USBケーブル,1000,2,2000
2025-06-07,札幌支店,周辺機器,マウス,3000,2,6000
2025-06-07,大阪支店,周辺機器,マウス,3000,4,12000
2025-06-07,福岡支店,電子機器,モニター,25000,1,25000
2025-06-07,福岡支店,電子機器,モニター,25000,3,75000
2025-06-07,福岡支店,家具,オフィスチェア,35000,3,105000
2025-06-08,札幌支店,家具,オフィスチェア,35000,4,140000
2025-06-08,名古屋支店,アクセサリ,USBケーブル,1000,3,3000
2025-06-09,札幌支店,周辺機器,マウス,3000,5,15000
2025-06-09,札幌支店,周辺機器,キーボード,8000,2,16000
2025-06-09,札幌支店,周辺機器,マウス,3000,4,12000
2025-06-09,大阪支店,電子機器,モニター,25000,3,75000
2025-06-09,大阪支店,周辺機器,マウス,3000,2,6000
2025-06-09,名古屋支店,周辺機器,キーボード,8000,3,24000
2025-06-10,大阪支店,アクセサリ,USBケーブル,1000,1,1000
2025-06-10,大阪支店,電子機器,ノートPC,120000,2,240000
2025-06-10,名古屋支店,家具,オフィスチェア,35000,3,105000
2025-06-10,大阪支店,周辺機器,マウス,3000,4,12000
2025-06-11,札幌支店,周辺機器,マウス,3000,3,9000
2025-06-12,大阪支店,電子機器,モニター,25000,3,75000
2025-06-12,大阪支店,周辺機器,キーボード,8000,1,8000
2025-06-13,名古屋支店,電子機器,ノートPC,120000,4,480000
2025-06-14,名古屋支店,電子機器,モニター,25000,1,25000
2025-06-14,東京本店,アクセサリ,USBケーブル,1000,4,4000
2025-06-15,札幌支店,電子機器,ノートPC,120000,4,480000
2025-06-15,東京本店,周辺機器,マウス,3000,2,6000
2025-06-15,大阪支店,電子機器,ノートPC,120000,3,360000
2025-06-16,大阪支店,周辺機器,マウス,3000,3,9000
2025-06-16,大阪支店,電子機器,モニター,25000,2,50000
2025-06-16,福岡支店,アクセサリ,USBケーブル,1000,1,1000
2025-06-17,福岡支店,周辺機器,キーボード,8000,2,16000
2025-06-17,大阪支店,電子機器,モニター,25000,1,25000
2025-06-17,名古屋支店,アクセサリ,USBケーブル,1000,1,1000
2025-06-18,大阪支店,電子機器,モニター,25000,5,125000
2025-06-18,福岡支店,アクセサリ,USBケーブル,1000,5,5000
2025-06-18,東京本店,周辺機器,マウス,3000,2,6000
2025-06-18,東京本店,周辺機器,マウス,3000,2,6000
2025-06-20,東京本店,アクセサリ,USBケーブル,1000,1,1000
2025-06-20,福岡支店,電子機器,ノートPC,120000,2,240000
2025-06-21,東京本店,電子機器,ノートPC,120000,5,600000
2025-06-21,東京本店,アクセサリ,USBケーブル,1000,5,5000
2025-06-21,札幌支店,周辺機器,キーボード,8000,1,8000
2025-06-22,札幌支店,周辺機器,キーボード,8000,4,32000
2025-06-23,大阪支店,周辺機器,キーボード,8000,2,16000
2025-06-23,東京本店,周辺機器,キーボード,8000,2,16000
2025-06-24,大阪支店,電子機器,ノートPC,120000,3,360000
2025-06-25,福岡支店,電子機器,モニター,25000,1,25000
2025-06-25,名古屋支店,アクセサリ,USBケーブル,1000,1,1000
2025-06-26,福岡支店,周辺機器,マウス,3000,1,3000
2025-06-26,大阪支店,周辺機器,キーボード,8000,2,16000
2025-06-26,大阪支店,電子機器,モニター,25000,5,125000
2025-06-26,東京本店,周辺機器,マウス,3000,5,15000
2025-06-26,東京本店,家具,オフィスチェア,35000,3,105000
2025-06-27,名古屋支店,家具,オフィスチェア,35000,2,70000
2025-06-27,東京本店,周辺機器,マウス,3000,5,15000
2025-06-27,名古屋支店,家具,オフィスチェア,35000,2,70000
2025-06-27,東京本店,家具,オフィスチェア,35000,5,175000
2025-06-28,大阪支店,家具,オフィスチェア,35000,2,70000
2025-06-28,東京本店,電子機器,モニター,25000,5,125000
2025-06-29,大阪支店,周辺機器,マウス,3000,4,12000
2025-06-30,東京本店,家具,オフィスチェア,35000,2,70000
2025-06-30,名古屋支店,周辺機器,キーボード,8000,5,40000
2025-06-30,東京本店,周辺機器,マウス,3000,2,6000
2025-06-30,札幌支店,家具,オフィスチェア,35000,1,35000
2025-06-30,札幌支店,電子機器,ノートPC,120000,5,600000
2025-07-01,大阪支店,電子機器,ノートPC,120000,5,600000
2025-07-01,札幌支店,アクセサリ,USBケーブル,1000,4,4000
2025-07-01,名古屋支店,アクセサリ,USBケーブル,1000,3,3000
2025-07-02,札幌支店,周辺機器,マウス,3000,1,3000
2025-07-02,名古屋支店,電子機器,モニター,25000,1,25000
2025-07-02,名古屋支店,周辺機器,キーボード,8000,3,24000
2025-07-02,東京本店,周辺機器,マウス,3000,4,12000
2025-07-03,札幌支店,周辺機器,キーボード,8000,5,40000
2025-07-03,大阪支店,周辺機器,マウス,3000,3,9000
2025-07-03,福岡支店,家具,オフィスチェア,35000,3,105000
2025-07-03,名古屋支店,アクセサリ,USBケーブル,1000,4,4000
2025-07-04,名古屋支店,家具,オフィスチェア,35000,1,35000
2025-07-04,福岡支店,電子機器,ノートPC,120000,2,240000
2025-07-05,福岡支店,電子機器,モニター,25000,2,50000
2025-07-05,大阪支店,周辺機器,マウス,3000,2,6000
2025-07-06,名古屋支店,電子機器,ノートPC,120000,3,360000
2025-07-06,福岡支店,電子機器,モニター,25000,2,50000
2025-07-07,名古屋支店,アクセサリ,USBケーブル,1000,3,3000
2025-07-08,大阪支店,アクセサリ,USBケーブル,1000,4,4000
2025-07-08,大阪支店,周辺機器,マウス,3000,3,9000
2025-07-08,大阪支店,家具,オフィスチェア,35000,5,175000
2025-07-08,福岡支店,周辺機器,マウス,3000,4,12000
2025-07-08,福岡支店,家具,オフィスチェア,35000,1,35000
2025-07-09,東京本店,周辺機器,キーボード,8000,3,24000
2025-07-09,札幌支店,アクセサリ,USBケーブル,1000,4,4000
2025-07-10,大阪支店,周辺機器,マウス,3000,4,12000
2025-07-11,札幌支店,電子機器,モニター,25000,5,125000
2025-07-11,福岡支店,家具,オフィスチェア,35000,2,70000
2025-07-12,福岡支店,家具,オフィスチェア,35000,4,140000
2025-07-12,東京本店,周辺機器,キーボード,8000,4,32000
2025-07-12,福岡支店,家具,オフィスチェア,35000,5,175000
2025-07-13,福岡支店,周辺機器,キーボード,8000,3,24000
2025-07-13,札幌支店,電子機器,モニター,25000,5,125000
2025-07-13,大阪支店,電子機器,モニター,25000,4,100000
2025-07-13,札幌支店,電子機器,ノートPC,120000,2,240000
2025-07-14,札幌支店,電子機器,モニター,25000,2,50000
2025-07-14,大阪支店,周辺機器,マウス,3000,5,15000
2025-07-15,福岡支店,アクセサリ,USBケーブル,1000,4,4000
2025-07-15,名古屋支店,電子機器,ノートPC,120000,3,360000
2025-07-15,東京本店,電子機器,ノートPC,120000,3,360000
2025-07-17,東京本店,周辺機器,キーボード,8000,1,8000
2025-07-17,福岡支店,周辺機器,キーボード,8000,2,16000
2025-07-17,名古屋支店,アクセサリ,USBケーブル,1000,3,3000
2025-07-17,札幌支店,電子機器,ノートPC,120000,3,360000
2025-07-18,東京本店,家具,オフィスチェア,35000,5,175000
2025-07-18,札幌支店,アクセサリ,USBケーブル,1000,3,3000
2025-07-18,札幌支店,電子機器,モニター,25000,5,125000
2025-07-18,名古屋支店,電子機器,モニター,25000,3,75000
2025-07-19,札幌支店,アクセサリ,USBケーブル,1000,2,2000
2025-07-19,札幌支店,アクセサリ,USBケーブル,1000,5,5000
2025-07-20,札幌支店,家具,オフィスチェア,35000,1,35000
2025-07-20,福岡支店,家具,オフィスチェア,35000,2,70000
2025-07-21,札幌支店,家具,オフィスチェア,35000,4,140000
2025-07-22,大阪支店,電子機器,ノートPC,120000,5,600000
2025-07-23,東京本店,周辺機器,マウス,3000,3,9000
2025-07-25,東京本店,家具,オフィスチェア,35000,3,105000
2025-07-25,大阪支店,電子機器,ノートPC,120000,3,360000
2025-07-25,名古屋支店,アクセサリ,USBケーブル,1000,5,5000
2025-07-25,福岡支店,周辺機器,マウス,3000,4,12000
2025-07-25,名古屋支店,家具,オフィスチェア,35000,2,70000
2025-07-25,福岡支店,電子機器,ノートPC,120000,1,120000
2025-07-25,東京本店,周辺機器,キーボード,8000,4,32000
2025-07-25,名古屋支店,電子機器,モニター,25000,3,75000
2025-07-25,東京本店,電子機器,モニター,25000,4,100000
2025-07-26,名古屋支店,家具,オフィスチェア,35000,3,105000
2025-07-26,札幌支店,電子機器,ノートPC,120000,5,600000
2025-07-26,大阪支店,周辺機器,キーボード,8000,2,16000
2025-07-28,名古屋支店,家具,オフィスチェア,35000,2,70000
2025-07-29,大阪支店,電子機器,ノートPC,120000,1,120000
2025-07-29,札幌支店,電子機器,モニター,25000,2,50000
2025-07-29,東京本店,電子機器,ノートPC,120000,2,240000
2025-07-30,名古屋支店,電子機器,ノートPC,120000,5,600000
2025-07-30,大阪支店,電子機器,ノートPC,120000,5,600000
2025-07-30,名古屋支店,アクセサリ,USBケーブル,1000,2,2000
2025-07-30,名古屋支店,電子機器,モニター,25000,4,100000
2025-07-30,札幌支店,アクセサリ,USBケーブル,1000,1,1000
2025-07-31,大阪支店,周辺機器,マウス,3000,5,15000
2025-07-31,福岡支店,電子機器,ノートPC,120000,1,120000
2025-07-31,東京本店,電子機器,ノートPC,120000,1,120000
2025-08-01,福岡支店,電子機器,ノートPC,120000,1,120000
2025-08-02,名古屋支店,周辺機器,マウス,3000,5,15000
2025-08-03,札幌支店,アクセサリ,USBケーブル,1000,2,2000
2025-08-03,福岡支店,周辺機器,マウス,3000,3,9000
2025-08-03,大阪支店,電子機器,ノートPC,120000,5,600000
2025-08-04,福岡支店,電子機器,モニター,25000,3,75000
2025-08-04,東京本店,周辺機器,キーボード,8000,5,40000
2025-08-05,札幌支店,周辺機器,キーボード,8000,4,32000
2025-08-05,福岡支店,周辺機器,キーボード,8000,1,8000
2025-08-06,東京本店,電子機器,ノートPC,120000,5,600000
2025-08-06,札幌支店,電子機器,ノートPC,120000,1,120000
2025-08-06,大阪支店,電子機器,ノートPC,120000,1,120000
2025-08-06,名古屋支店,電子機器,ノートPC,120000,4,480000
2025-08-06,札幌支店,アクセサリ,USBケーブル,1000,1,1000
2025-08-06,東京本店,周辺機器,キーボード,8000,3,24000
2025-08-08,大阪支店,電子機器,ノートPC,120000,1,120000
2025-08-08,福岡支店,周辺機器,キーボード,8000,1,8000
2025-08-08,大阪支店,周辺機器,マウス,3000,1,3000
2025-08-09,名古屋支店,家具,オフィスチェア,35000,5,175000
2025-08-09,大阪支店,アクセサリ,USBケーブル,1000,1,1000
2025-08-09,大阪支店,周辺機器,マウス,3000,4,12000
2025-08-09,大阪支店,電子機器,モニター,25000,1,25000
2025-08-10,福岡支店,家具,オフィスチェア,35000,3,105000
2025-08-11,東京本店,家具,オフィスチェア,35000,2,70000
2025-08-11,名古屋支店,アクセサリ,USBケーブル,1000,5,5000
2025-08-11,福岡支店,電子機器,ノートPC,120000,5,600000
2025-08-12,東京本店,周辺機器,マウス,3000,4,12000
2025-08-12,東京本店,周辺機器,マウス,3000,4,12000
2025-08-12,福岡支店,電子機器,ノートPC,120000,2,240000
2025-08-12,札幌支店,周辺機器,マウス,3000,3,9000
2025-08-13,東京本店,電子機器,ノートPC,120000,1,120000
2025-08-13,東京本店,周辺機器,マウス,3000,1,3000
2025-08-13,札幌支店,周辺機器,キーボード,8000,4,32000
2025-08-13,大阪支店,アクセサリ,USBケーブル,1000,2,2000
2025-08-13,札幌支店,周辺機器,マウス,3000,1,3000
2025-08-14,名古屋支店,家具,オフィスチェア,35000,1,35000
2025-08-14,東京本店,周辺機器,キーボード,8000,1,8000
2025-08-15,名古屋支店,周辺機器,マウス,3000,5,15000
2025-08-15,福岡支店,電子機器,モニター,25000,1,25000
2025-08-15,福岡支店,アクセサリ,USBケーブル,1000,5,5000
2025-08-15,東京本店,アクセサリ,USBケーブル,1000,3,3000
2025-08-15,東京本店,家具,オフィスチェア,35000,5,175000
2025-08-15,東京本店,電子機器,モニター,25000,2,50000
2025-08-16,東京本店,家具,オフィスチェア,35000,2,70000
2025-08-16,大阪支店,電子機器,モニター,25000,5,125000
2025-08-16,大阪支店,電子機器,ノートPC,120000,3,360000
2025-08-17,大阪支店,周辺機器,キーボード,8000,2,16000
2025-08-17,札幌支店,アクセサリ,USBケーブル,1000,2,2000
2025-08-18,名古屋支店,アクセサリ,USBケーブル,1000,2,2000
2025-08-20,札幌支店,周辺機器,キーボード,8000,3,24000
2025-08-20,福岡支店,家具,オフィスチェア,35000,2,70000
2025-08-21,福岡支店,アクセサリ,USBケーブル,1000,3,3000
2025-08-21,福岡支店,アクセサリ,USBケーブル,1000,5,5000
2025-08-22,札幌支店,周辺機器,キーボード,8000,1,8000
2025-08-22,札幌支店,家具,オフィスチェア,35000,4,140000
2025-08-22,福岡支店,アクセサリ,USBケーブル,1000,1,1000
2025-08-23,名古屋支店,電子機器,ノートPC,120000,5,600000
2025-08-23,札幌支店,電子機器,ノートPC,120000,1,120000
2025-08-23,大阪支店,電子機器,ノートPC,120000,4,480000
2025-08-23,名古屋支店,周辺機器,マウス,3000,3,9000
2025-08-24,名古屋支店,電子機器,モニター,25000,4,100000
2025-08-24,福岡支店,家具,オフィスチェア,35000,2,70000
2025-08-24,東京本店,周辺機器,マウス,3000,2,6000
2025-08-25,東京本店,電子機器,ノートPC,120000,1,120000
2025-08-26,札幌支店,アクセサリ,USBケーブル,1000,2,2000
2025-08-26,札幌支店,家具,オフィスチェア,35000,5,175000
2025-08-26,大阪支店,家具,オフィスチェア,35000,2,70000
2025-08-26,大阪支店,周辺機器,マウス,3000,5,15000
2025-08-26,大阪支店,電子機器,モニター,25000,2,50000
2025-08-26,東京本店,家具,オフィスチェア,35000,4,140000
2025-08-27,大阪支店,周辺機器,キーボード,8000,5,40000
2025-08-27,東京本店,周辺機器,キーボード,8000,4,32000
2025-08-28,名古屋支店,電子機器,ノートPC,120000,3,360000
2025-08-28,大阪支店,電子機器,モニター,25000,3,75000
2025-08-28,名古屋支店,アクセサリ,USBケーブル,1000,4,4000
2025-08-29,福岡支店,電子機器,ノートPC,120000,2,240000
2025-08-29,福岡支店,電子機器,モニター,25000,2,50000
2025-08-30,名古屋支店,周辺機器,マウス,3000,5,15000
2025-08-30,東京本店,アクセサリ,USBケーブル,1000,2,2000
2025-08-30,札幌支店,周辺機器,マウス,3000,4,12000
2025-09-01,大阪支店,周辺機器,キーボード,8000,4,32000
2025-09-01,名古屋支店,アクセサリ,USBケーブル,1000,3,3000
2025-09-02,札幌支店,家具,オフィスチェア,35000,5,175000
2025-09-02,名古屋支店,家具,オフィスチェア,35000,4,140000
2025-09-03,福岡支店,電子機器,モニター,25000,4,100000
2025-09-03,福岡支店,周辺機器,マウス,3000,2,6000
2025-09-03,東京本店,アクセサリ,USBケーブル,1000,2,2000
2025-09-03,東京本店,アクセサリ,USBケーブル,1000,5,5000
2025-09-04,名古屋支店,周辺機器,キーボード,8000,2,16000
2025-09-04,福岡支店,家具,オフィスチェア,35000,3,105000
2025-09-04,大阪支店,周辺機器,キーボード,8000,2,16000
2025-09-04,福岡支店,電子機器,モニター,25000,5,125000
2025-09-04,福岡支店,アクセサリ,USBケーブル,1000,1,1000
2025-09-05,札幌支店,周辺機器,キーボード,8000,2,16000
2025-09-05,東京本店,家具,オフィスチェア,35000,2,70000
2025-09-05,東京本店,周辺機器,マウス,3000,3,9000
2025-09-06,名古屋支店,周辺機器,キーボード,8000,4,32000
2025-09-06,大阪支店,家具,オフィスチェア,35000,3,105000
2025-09-06,札幌支店,家具,オフィスチェア,35000,1,35000
2025-09-06,札幌支店,電子機器,モニター,25000,2,50000
2025-09-07,札幌支店,家具,オフィスチェア,35000,3,105000
2025-09-07,大阪支店,電子機器,ノートPC,120000,2,240000
2025-09-07,東京本店,周辺機器,マウス,3000,3,9000
2025-09-08,札幌支店,電子機器,モニター,25000,4,100000
2025-09-08,東京本店,電子機器,モニター,25000,5,125000
2025-09-09,東京本店,アクセサリ,USBケーブル,1000,3,3000
2025-09-09,福岡支店,電子機器,ノートPC,120000,2,240000
2025-09-09,札幌支店,アクセサリ,USBケーブル,1000,5,5000
2025-09-10,大阪支店,周辺機器,マウス,3000,4,12000
2025-09-11,名古屋支店,周辺機器,キーボード,8000,2,16000
2025-09-11,福岡支店,周辺機器,マウス,3000,5,15000
2025-09-11,東京本店,アクセサリ,USBケーブル,1000,5,5000
2025-09-11,名古屋支店,周辺機器,マウス,3000,3,9000
2025-09-11,札幌支店,アクセサリ,USBケーブル,1000,5,5000
2025-09-12,名古屋支店,電子機器,ノートPC,120000,4,480000
2025-09-12,名古屋支店,周辺機器,マウス,3000,1,3000
2025-09-13,東京本店,周辺機器,マウス,3000,4,12000
2025-09-13,福岡支店,アクセサリ,USBケーブル,1000,5,5000
2025-09-14,札幌支店,周辺機器,マウス,3000,1,3000
2025-09-15,名古屋支店,アクセサリ,USBケーブル,1000,4,4000
2025-09-15,名古屋支店,周辺機器,キーボード,8000,3,24000
2025-09-16,福岡支店,周辺機器,キーボード,8000,3,24000
2025-09-16,東京本店,家具,オフィスチェア,35000,3,105000
2025-09-16,福岡支店,家具,オフィスチェア,35000,1,35000
2025-09-17,大阪支店,周辺機器,マウス,3000,5,15000
2025-09-17,福岡支店,アクセサリ,USBケーブル,1000,3,3000
2025-09-17,名古屋支店,アクセサリ,USBケーブル,1000,2,2000
2025-09-18,名古屋支店,周辺機器,キーボード,8000,3,24000
2025-09-18,名古屋支店,家具,オフィスチェア,35000,2,70000
2025-09-18,東京本店,周辺機器,マウス,3000,1,3000
2025-09-19,東京本店,電子機器,ノートPC,120000,1,120000
2025-09-19,名古屋支店,アクセサリ,USBケーブル,1000,5,5000
2025-09-19,札幌支店,周辺機器,キーボード,8000,1,8000
2025-09-19,名古屋支店,周辺機器,マウス,3000,3,9000
2025-09-20,大阪支店,電子機器,モニター,25000,2,50000
2025-09-20,福岡支店,周辺機器,マウス,3000,1,3000
2025-09-20,東京本店,家具,オフィスチェア,35000,5,175000
2025-09-20,福岡支店,周辺機器,キーボード,8000,3,24000
2025-09-20,福岡支店,周辺機器,キーボード,8000,4,32000
2025-09-22,東京本店,アクセサリ,USBケーブル,1000,3,3000
2025-09-22,東京本店,家具,オフィスチェア,35000,2,70000
2025-09-22,大阪支店,電子機器,モニター,25000,5,125000
2025-09-23,大阪支店,電子機器,モニター,25000,3,75000
2025-09-23,大阪支店,アクセサリ,USBケーブル,1000,3,3000
2025-09-23,名古屋支店,アクセサリ,USBケーブル,1000,1,1000
2025-09-24,東京本店,アクセサリ,USBケーブル,1000,2,2000
2025-09-24,東京本店,電子機器,ノートPC,120000,4,480000
2025-09-24,東京本店,電子機器,モニター,25000,1,25000
2025-09-24,札幌支店,周辺機器,マウス,3000,3,9000
2025-09-24,名古屋支店,電子機器,ノートPC,120000,4,480000
2025-09-25,福岡支店,周辺機器,キーボード,8000,1,8000
2025-09-25,大阪支店,周辺機器,キーボード,8000,1,8000
2025-09-26,名古屋支店,家具,オフィスチェア,35000,1,35000
2025-09-27,大阪支店,周辺機器,キーボード,8000,5,40000
2025-09-28,東京本店,電子機器,ノートPC,120000,3,360000
2025-09-28,東京本店,周辺機器,キーボード,8000,5,40000
2025-09-28,札幌支店,周辺機器,キーボード,8000,1,8000
2025-09-29,大阪支店,電子機器,ノートPC,120000,2,240000
2025-09-29,東京本店,電子機器,モニター,25000,1,25000
2025-09-29,福岡支店,電子機器,ノートPC,120000,2,240000
2025-09-30,東京本店,電子機器,モニター,25000,3,75000
2025-09-30,札幌支店,周辺機器,キーボード,8000,5,40000
2025-09-30,札幌支店,周辺機器,キーボード,8000,3,24000
2025-09-30,名古屋支店,電子機器,ノートPC,120000,5,600000
2025-10-01,名古屋支店,電子機器,ノートPC,120000,4,480000
2025-10-01,福岡支店,周辺機器,マウス,3000,5,15000
2025-10-02,札幌支店,家具,オフィスチェア,35000,5,175000
2025-10-02,札幌支店,周辺機器,キーボード,8000,3,24000
2025-10-04,名古屋支店,家具,オフィスチェア,35000,2,70000
2025-10-04,東京本店,周辺機器,キーボード,8000,3,24000
2025-10-04,札幌支店,アクセサリ,USBケーブル,1000,5,5000
2025-10-05,名古屋支店,電子機器,モニター,25000,2,50000
2025-10-05,札幌支店,周辺機器,マウス,3000,2,6000
2025-10-05,札幌支店,家具,オフィスチェア,35000,2,70000
2025-10-05,札幌支店,電子機器,モニター,25000,2,50000
2025-10-05,名古屋支店,周辺機器,マウス,3000,5,15000
2025-10-05,福岡支店,電子機器,モニター,25000,5,125000
2025-10-05,東京本店,アクセサリ,USBケーブル,1000,1,1000
2025-10-05,大阪支店,電子機器,ノートPC,120000,5,600000
2025-10-05,名古屋支店,電子機器,ノートPC,120000,2,240000
2025-10-06,大阪支店,周辺機器,マウス,3000,4,12000
2025-10-06,福岡支店,家具,オフィスチェア,35000,5,175000
2025-10-07,大阪支店,電子機器,モニター,25000,5,125000
2025-10-08,福岡支店,アクセサリ,USBケーブル,1000,1,1000
2025-10-08,大阪支店,電子機器,モニター,25000,1,25000
2025-10-08,名古屋支店,家具,オフィスチェア,35000,3,105000
2025-10-08,大阪支店,電子機器,モニター,25000,3,75000
2025-10-08,東京本店,電子機器,モニター,25000,1,25000
2025-10-08,福岡支店,電子機器,モニター,25000,2,50000
2025-10-09,福岡支店,電子機器,モニター,25000,2,50000
2025-10-09,東京本店,周辺機器,キーボード,8000,3,24000
2025-10-09,名古屋支店,電子機器,モニター,25000,2,50000
2025-10-11,大阪支店,周辺機器,マウス,3000,1,3000
2025-10-11,名古屋支店,アクセサリ,USBケーブル,1000,4,4000
2025-10-11,名古屋支店,周辺機器,マウス,3000,4,12000
2025-10-11,福岡支店,アクセサリ,USBケーブル,1000,3,3000
2025-10-12,名古屋支店,周辺機器,マウス,3000,3,9000
2025-10-12,東京本店,電子機器,モニター,25000,2,50000
2025-10-12,札幌支店,電子機器,ノートPC,120000,3,360000
2025-10-13,札幌支店,電子機器,モニター,25000,5,125000
2025-10-13,大阪支店,周辺機器,キーボード,8000,5,40000
2025-10-13,東京本店,アクセサリ,USBケーブル,1000,1,1000
2025-10-14,福岡支店,周辺機器,マウス,3000,5,15000
2025-10-14,札幌支店,電子機器,ノートPC,120000,1,120000
2025-10-16,大阪支店,アクセサリ,USBケーブル,1000,4,4000
2025-10-16,名古屋支店,電子機器,ノートPC,120000,4,480000
2025-10-17,福岡支店,周辺機器,キーボード,8000,3,24000
2025-10-17,名古屋支店,周辺機器,キーボード,8000,4,32000
2025-10-17,福岡支店,電子機器,モニター,25000,4,100000
2025-10-18,大阪支店,電子機器,ノートPC,120000,4,480000
2025-10-18,札幌支店,電子機器,ノートPC,120000,5,600000
2025-10-18,東京本店,電子機器,モニター,25000,4,100000
2025-10-18,名古屋支店,電子機器,ノートPC,120000,2,240000
2025-10-18,大阪支店,周辺機器,キーボード,8000,3,24000
2025-10-19,名古屋支店,電子機器,モニター,25000,4,100000
2025-10-20,大阪支店,周辺機器,キーボード,8000,1,8000
2025-10-20,大阪支店,アクセサリ,USBケーブル,1000,4,4000
2025-10-20,名古屋支店,電子機器,モニター,25000,5,125000
2025-10-20,名古屋支店,電子機器,モニター,25000,2,50000
2025-10-20,札幌支店,家具,オフィスチェア,35000,4,140000
2025-10-21,福岡支店,電子機器,モニター,25000,5,125000
2025-10-21,名古屋支店,周辺機器,キーボード,8000,3,24000
2025-10-21,東京本店,電子機器,モニター,25000,1,25000
2025-10-21,福岡支店,家具,オフィスチェア,35000,3,105000
2025-10-22,名古屋支店,電子機器,モニター,25000,4,100000
2025-10-22,大阪支店,アクセサリ,USBケーブル,1000,1,1000
2025-10-22,名古屋支店,電子機器,ノートPC,120000,4,480000
2025-10-24,名古屋支店,家具,オフィスチェア,35000,3,105000
2025-10-24,名古屋支店,アクセサリ,USBケーブル,1000,3,3000
2025-10-24,福岡支店,電子機器,モニター,25000,2,50000
2025-10-24,大阪支店,電子機器,ノートPC,120000,4,480000
2025-10-24,福岡支店,電子機器,ノートPC,120000,2,240000
2025-10-24,大阪支店,周辺機器,マウス,3000,1,3000
2025-10-24,大阪支店,アクセサリ,USBケーブル,1000,4,4000
2025-10-24,福岡支店,電子機器,ノートPC,120000,3,360000
2025-10-25,札幌支店,アクセサリ,USBケーブル,1000,4,4000
2025-10-25,福岡支店,周辺機器,キーボード,8000,2,16000
2025-10-26,名古屋支店,電子機器,モニター,25000,2,50000
2025-10-26,大阪支店,周辺機器,キーボード,8000,5,40000
2025-10-26,名古屋支店,家具,オフィスチェア,35000,3,105000
2025-10-26,東京本店,家具,オフィスチェア,35000,1,35000
2025-10-26,福岡支店,周辺機器,キーボード,8000,2,16000
2025-10-26,大阪支店,電子機器,ノートPC,120000,1,120000
2025-10-27,名古屋支店,電子機器,ノートPC,120000,2,240000
2025-10-27,札幌支店,アクセサリ,USBケーブル,1000,2,2000
2025-10-27,名古屋支店,周辺機器,マウス,3000,2,6000
2025-10-27,大阪支店,家具,オフィスチェア,35000,4,140000
2025-10-29,名古屋支店,電子機器,ノートPC,120000,2,240000
2025-10-30,札幌支店,家具,オフィスチェア,35000,2,70000
2025-10-31,東京本店,家具,オフィスチェア,35000,4,140000
2025-10-31,大阪支店,周辺機器,マウス,3000,3,9000
2025-10-31,東京本店,電子機器,モニター,25000,2,50000
2025-11-01,名古屋支店,周辺機器,マウス,3000,3,9000
2025-11-02,札幌支店,電子機器,モニター,25000,2,50000
2025-11-02,名古屋支店,電子機器,モニター,25000,3,75000
2025-11-02,名古屋支店,周辺機器,キーボード,8000,4,32000
2025-11-03,札幌支店,周辺機器,マウス,3000,4,12000
2025-11-03,名古屋支店,周辺機器,キーボード,8000,3,24000
2025-11-03,名古屋支店,家具,オフィスチェア,35000,5,175000
2025-11-03,大阪支店,家具,オフィスチェア,35000,5,175000
2025-11-04,東京本店,周辺機器,キーボード,8000,5,40000
2025-11-05,福岡支店,電子機器,ノートPC,120000,3,360000
2025-11-06,名古屋支店,電子機器,モニター,25000,4,100000
2025-11-07,大阪支店,周辺機器,キーボード,8000,5,40000
2025-11-07,福岡支店,周辺機器,マウス,3000,2,6000
2025-11-07,東京本店,周辺機器,マウス,3000,4,12000
2025-11-07,名古屋支店,周辺機器,マウス,3000,2,6000
2025-11-09,名古屋支店,周辺機器,キーボード,8000,5,40000
2025-11-09,札幌支店,家具,オフィスチェア,35000,2,70000
2025-11-10,大阪支店,電子機器,ノートPC,120000,1,120000
2025-11-10,名古屋支店,周辺機器,キーボード,8000,1,8000
2025-11-11,札幌支店,家具,オフィスチェア,35000,3,105000
2025-11-11,名古屋支店,周辺機器,マウス,3000,4,12000
2025-11-11,名古屋支店,電子機器,ノートPC,120000,3,360000
2025-11-11,札幌支店,電子機器,モニター,25000,1,25000
2025-11-12,福岡支店,周辺機器,キーボード,8000,4,32000
2025-11-12,東京本店,周辺機器,マウス,3000,3,9000
2025-11-13,大阪支店,周辺機器,マウス,3000,5,15000
2025-11-13,東京本店,周辺機器,キーボード,8000,5,40000
2025-11-13,福岡支店,電子機器,ノートPC,120000,2,240000
2025-11-14,東京本店,アクセサリ,USBケーブル,1000,1,1000
2025-11-14,福岡支店,周辺機器,キーボード,8000,1,8000
2025-11-15,東京本店,周辺機器,マウス,3000,5,15000
2025-11-15,福岡支店,周辺機器,キーボード,8000,2,16000
2025-11-15,札幌支店,家具,オフィスチェア,35000,3,105000
2025-11-15,名古屋支店,周辺機器,キーボード,8000,2,16000
2025-11-16,福岡支店,家具,オフィスチェア,35000,5,175000
